ID,Suc_flag,ARPU,PromCnt12,PromCnt36,PromCntMsg12,PromCntMsg36,Class,Age,Gender,HomeOwner,AvgARPU,AvgHomeValue,AvgIncome
557,1,75,7.15,11.5,1.8,3.6,2,,F,H,48.78607934,78900,37480
564,0,,6,10,2.2,4,2,59,F,H,59.86827383,257300,101339
578,1,50,7.15,10.5,2.4,3.6,2,,F,U,49.03749691,182100,
591,1,125,7.4,12,2.4,4.4,3,80,M,H,59.75149857,71100,37481
637,1,125,6.65,11.25,2,4,4,81,F,H,52.16147789,286500,69298
661,1,100,6.9,11.75,2.4,4.2,2,32,M,H,58.4545391,180100,40805
665,0,,6.75,12,2.2,2.2,4,53,F,H,54.20841884,74200,59522
675,1,75,4.65,9.25,1.6,3.2,2,82,F,H,51.1253235,171400,50221
683,1,25,6.9,11.25,2.4,4.2,1,79,F,U,48.98131798,225700,
687,0,,5.5,10.25,2,4,1,73,M,H,49.37194862,140700,72702
701,0,,6.75,11.75,2,4.2,2,,F,U,57.96491932,40700,
714,0,,6.25,11.75,2.2,4.4,4,33,F,H,51.41440012,205100,53218
718,1,175,5.9,10.5,2,4,2,75,F,H,59.09505849,121500,44440
727,1,10,4.9,9.75,2.2,4,1,73,F,H,48.51775384,24000,45515
751,1,55,5.9,11,1.8,3.8,2,67,F,U,50.43906304,225000,
785,1,90,5.15,8.75,1.6,1.4,2,52,M,U,59.34150075,61300,16921
790,1,75,4.4,8.75,1.2,1,2,71,M,U,53.63108386,58000,53929
793,1,75,4.4,8.5,1,2.4,3,87,F,H,51.58544278,156800,41505
804,0,,3.25,8.5,1.2,3.2,1,7,F,H,50.13420015,122700,37446
826,0,,5.25,9.75,1.4,3.2,3,17,F,U,48.77694373,34800,
894,1,200,9.15,13.75,2.4,4.4,2,57,M,H,55.39507871,86000,48783
898,0,,3.75,9,1.2,3.2,1,78,F,H,49.23365802,38800,41000
903,0,,3.5,8,1.2,2.8,1,,F,U,49.33712067,52800,38578
905,0,,3.5,7.5,0.8,0.8,3,65,M,H,54.69172877,162900,64459
931,1,60,6.4,11.5,2.2,4.2,1,50,M,H,48.52236935,64600,40909
959,1,50,2.9,6.75,1,2.4,2,53,F,H,50.22215798,58600,54871
971,1,40,6.4,11,2.4,4.2,2,57,F,H,48.69696835,69500,36415
987,1,15,7.4,11.25,2.6,4,1,54,F,H,50.25530802,214000,100300
1006,1,105,8.15,13.25,2.4,4.4,4,66,F,H,49.23166731,38500,37125
1007,0,,5.75,10.5,1.6,3.6,1,66,F,H,47.81216949,26600,29327
1012,1,75,7.4,12,2.4,4.4,3,75,M,H,49.14596062,113300,42061
1034,1,60,6.65,11.5,2.4,4.4,4,,M,H,50.41803473,141600,49306
1042,1,40,3.15,7.5,1,2.6,2,,M,H,50.37093443,82600,38166
1054,1,40,3.4,7.25,1.2,2.4,1,,F,U,49.79232548,116100,
1064,1,25,7.9,13,2.4,4.4,2,69,M,U,48.90199957,143700,
1068,1,25,5.15,10,1.2,3.2,1,66,F,H,52.75822906,352800,92525
1092,1,75,7.15,12,2.2,4,3,69,M,H,55.27497918,581700,72750
1101,1,100,7.15,11.75,2.4,4.4,3,55,F,H,48.422677,48300,35567
1102,1,55,7.65,12,2.4,4.4,3,86,M,U,48.88264192,88200,65650
1154,0,,2.5,6.5,0.8,2,3,78,F,U,51.03975798,113100,
1196,0,,5.5,10.5,2.2,4.4,1,32,M,U,49.33254194,134800,92295
1249,1,160,6.15,11,2.4,4.2,2,,M,U,49.29310335,143500,
1254,1,150,3.15,6.75,1,0.8,2,49,M,H,64.93091447,110200,76187
1264,0,,2,4.75,0.6,1.6,3,71,M,H,50.25677719,68900,36042
1292,1,75,4.15,7.75,1.4,2.8,2,47,M,H,49.57343239,69200,53046
1293,1,10,3.65,8.5,1.4,3.2,1,75,F,H,50.3927677,91700,80104
1322,1,70,6.65,11.5,2.4,4.2,4,54,F,U,49.68872098,37600,45397
1329,0,,4.25,7.5,1.2,2.6,3,65,M,U,49.50838668,74500,48020
1334,0,,3,7.25,1.2,1.2,3,,M,U,71.08924524,113800,
1348,0,,4.5,8.75,1.2,2.8,3,,U,U,51.63108627,275000,
1357,1,75,7.65,12.75,2.4,4.4,3,40,F,H,49.6824696,88900,61176
1371,1,175,3.9,8.25,1.4,3,2,75,F,U,60.07783037,275300,
1396,0,,4,8.75,1.2,3.2,4,49,M,H,50.44249011,73000,43156
1397,0,,6,10.75,2.2,4.2,3,51,M,H,49.37596961,102400,47043
1400,0,,4.25,9,1.2,3.4,1,,M,H,50.51478175,180500,104341
1431,0,,5.75,11,1.8,3.8,2,76,M,H,49.06713974,41200,42813
1442,1,120,8.4,12.75,2.4,4.2,2,38,F,H,57.41434434,160200,75543
1480,0,,5,9.75,1.8,3.8,3,,F,U,64.64037834,150700,48772
1485,0,,3.5,9,1.2,3.4,3,47,F,H,51.95765908,193000,59239
1502,0,,3,5.75,0.8,0.8,3,51,F,H,53.51231773,176500,66172
1505,0,,6.25,11.5,2.2,4.2,4,,M,U,49.56924699,85600,
1544,1,50,3.9,7.5,1.4,1.2,4,45,F,H,56.38181763,326000,47807
1549,1,250,3.65,7,1.4,2.6,3,81,M,U,77.34034508,586300,
1556,1,125,2.9,6.25,0.6,0.4,3,49,F,U,55.37706959,216700,64579
1617,1,75,7.4,11.75,2.4,4.2,3,75,F,H,56.07843374,597000,174183
1635,0,,2.75,7.5,0.8,0.8,2,47,M,U,56.20077367,345300,
1646,1,50,3.9,8,1.2,2.6,2,50,M,H,50.19328249,67500,45897
1673,1,200,5.9,10.5,2.4,4.4,3,67,F,H,49.3047462,103300,44032
1685,1,100,4.65,8.5,1.6,3,4,67,U,U,50.34110306,113000,
1722,1,50,6.4,11.25,2.2,4,4,45,M,H,51.45714164,166800,64695
1731,1,60,7.65,11,2.4,3.6,3,79,M,H,50.85291149,198200,91864
1748,0,,4.5,9,1.4,3,2,74,M,H,59.13548322,40600,40054
1765,0,,2.5,6.75,0.8,2.4,1,,M,H,51.56951405,226200,61230
1779,1,62.5,5.4,9.75,1.8,3.4,4,,M,U,49.52345081,41700,
1789,0,,2.75,7.75,1,3.2,2,79,M,U,49.60981,61300,46044
1799,1,50,6.65,11.5,2.4,4.2,2,,M,H,49.31625767,86000,51338
1818,0,,5.5,10.75,1.6,3.6,3,57,F,U,50.15075745,75700,48866
1832,0,,6.5,10.5,2.2,3.8,2,,M,U,57.63446131,74500,
1889,0,,7,10.75,2.2,3.6,2,57,F,H,48.88476154,116200,41923
1899,1,62.5,3.9,7.75,1.2,2.4,3,49,M,H,51.76427223,151900,53225
1913,0,,5,9,1.6,3.2,4,73,M,U,49.96388934,59500,51954
1920,1,50,6.65,11,2,3.8,1,81,M,H,48.52594415,103200,38463
1925,1,175,4.65,8,1.6,2.8,2,72,M,H,60.21461604,346100,57132
1927,1,75,4.4,8.75,1.4,2.8,4,39,F,U,51.91560157,113300,61522
1928,0,,3,7.5,1.2,3.4,1,81,F,H,49.09401657,110400,59813
1959,1,250,6.4,9,2,2.8,3,39,F,H,66.97742148,267000,71604
1975,0,,5.75,9,1.6,2.8,3,61,M,H,49.38814529,69400,49394
1985,0,,4,8.75,1.4,3.2,3,51,M,H,51.63715632,140700,94179
1986,1,25,8.15,12.75,2.8,4.8,1,75,F,U,47.49157562,136800,
2020,1,35,6.65,11.25,2.4,4.2,2,73,F,U,52.10592198,355600,71746
2058,0,,3.75,7.5,0.8,2,4,,M,H,51.10194012,60500,44931
2063,0,,6.25,10,2.2,3.6,4,57,F,U,49.29072067,54300,40076
2081,1,35,6.65,11,2,3.8,2,,F,U,49.077949,87100,56210
2085,1,100,7.15,12.25,2.4,4.4,2,52,M,H,57.44128016,85200,55882
2087,0,,6.5,11,2.2,4,1,,M,U,47.43150167,64900,
2151,1,125,6.65,11.5,2.4,4.4,2,47,M,H,57.47133944,112600,
2153,1,40,6.9,11.5,2.2,4,2,73,M,H,49.26183796,83900,63444
2154,1,75,6.65,10.5,2.4,4,2,77,M,H,56.63566261,65500,48104
2159,1,45,7.15,11.5,2.4,4.2,2,78,F,H,47.65785698,19800,27500
2162,0,,4.75,8.75,1.8,3.2,3,,U,U,49.6017529,46300,47321
2170,1,35,7.65,12.5,2.4,4.4,2,67,F,H,49.11034574,92300,72554
2194,1,20,5.65,10,2,3.8,1,37,M,H,48.82014075,100600,50524
2231,1,70,5.65,10.25,1.8,3.6,3,24,M,H,49.79107615,56400,55168
2235,1,60,6.9,11.75,2.4,4.4,3,65,M,H,49.24576553,87800,42155
2238,0,,6,10.75,2.2,4.4,2,67,M,U,48.45533813,97000,48197
2242,0,,5.75,8.5,2.2,3.2,2,,F,H,56.52937076,86300,63302
2262,1,62.5,6.15,10.75,2,4,1,57,F,H,49.32125787,177800,42955
2311,1,25,6.9,11.75,2.4,4.2,1,,M,U,48.05652974,81700,
2315,1,55,4.65,6.75,1.6,2.4,4,,F,U,48.65219168,25700,
2320,1,30,5.9,10.75,2.2,4.2,1,16,F,H,48.31399031,63400,41642
2321,1,125,6.65,11.25,2.4,4.4,3,66,M,U,66.80558761,217000,
2339,0,,5,10,2,4.2,1,37,U,U,48.78101516,97600,65037
2365,1,45,6.9,11,2.4,4,1,43,M,U,49.19118343,140800,71499
2379,1,50,6.15,10.5,2.4,4,3,49,M,H,50.86581764,159600,80468
2396,1,25,4.4,5.25,1.2,1.4,2,,U,U,48.1180765,58800,
2408,1,50,4.65,9.5,1.6,3.6,2,34,F,H,54.19580314,450000,101793
2415,1,125,5.9,6.75,2.2,2.4,2,42,F,H,60.87249658,550100,82540
2431,0,,5.5,10.75,2,4,4,83,M,H,49.70622668,33500,31845
2444,0,,6.75,9.5,2,2.8,3,82,M,U,49.16705837,74400,42099
2464,1,35,6.65,11,2.4,4.4,2,56,M,H,47.71573294,48100,34000
2490,1,15,4.4,9.25,1.6,3.6,1,68,M,U,48.9188421,62000,41952
2491,0,,6.25,11.25,2.2,2.2,4,,F,U,53.12665214,67800,
2499,1,25,6.4,11,2.4,2.2,1,,F,H,52.63523654,81800,55667
2510,0,,5.5,6.75,1.6,2,1,68,M,H,55.48971687,95900,43729
2512,1,125,6.4,7.25,2.2,2.4,2,71,M,H,59.53862409,125000,51059
2519,1,50,6.9,11,2.4,4,2,,M,H,48.77463628,72000,58224
2525,0,,6.25,7.5,1.8,2.2,3,41,F,H,49.80706488,160100,75004
2567,0,,6,7.25,2,2.4,2,56,F,U,55.83661884,112500,43021
2583,1,25,6.4,11,2.2,3.8,1,75,F,H,49.56977006,108500,67061
2586,1,100,6.4,7,2,2.2,2,55,M,H,56.57615352,91600,45932
2596,1,140,5.9,7.25,1.8,2.2,2,,M,H,55.99073755,50500,41506
2609,0,,5.25,9,1.8,3,2,66,M,H,49.248045,60000,43073
2615,0,,6.25,11.75,2,4.2,2,,F,H,58.71427955,90500,75224
2623,0,,6.5,8.75,2.2,3.2,3,69,F,H,59.23888105,39400,26733
2640,0,,5.75,7.5,2,2.6,4,,F,U,49.17975954,140500,
2643,1,125,7.4,11,2.4,4,2,58,F,U,56.19436017,212300,
2678,0,,6,10.5,2,4.2,1,73,F,U,47.16886111,51400,35122
2687,0,,6.25,11.25,1.8,3.8,1,72,F,H,48.50098478,62900,46449
2691,1,80,7.15,9.75,1.8,2.8,3,,U,U,48.42001572,83400,
2693,0,,7,11.75,2.2,4.2,3,80,M,U,48.77138699,54400,50754
2757,1,50,6.4,11.25,2.4,4.2,2,35,F,U,48.99325165,77000,31563
2781,1,100,4.4,5,1.4,1.6,2,52,F,H,50.19977573,243200,42637
2796,1,125,5.15,7.25,1.8,2.4,4,,M,H,49.91499494,68200,45909
2798,0,,3.25,4.75,1,1.4,1,,F,U,48.54584024,107300,
2809,1,125,5.9,8,2,2.6,3,29,F,H,49.86045008,121900,54028
2814,0,,6,8.25,2,2.8,2,72,F,H,47.93769903,44700,42648
2853,1,50,5.15,9.75,1.8,3.8,2,,F,U,48.36147296,68200,
2861,1,35,5.65,10.75,1.8,3.8,2,60,M,U,49.77285438,81700,57426
2867,1,65,6.65,8.25,2.4,3,3,,F,U,47.41520384,47600,
2868,0,,4.75,9.5,1.4,3,1,16,F,U,49.8870705,160100,
2889,1,15,5.65,8,1.8,2.6,1,81,F,H,47.64862168,20800,35250
2935,1,125,7.4,8.25,1.2,1.4,2,,F,H,59.71863842,160900,89773
2941,0,,5.75,10.75,1.2,3.2,2,33,F,H,50.22598108,118100,62385
2950,1,10,8.4,12.75,1.4,1.2,1,,M,H,52.46046922,71700,48045
2951,1,25,11.4,16,2.4,4.2,1,74,M,U,47.59706476,133000,
2952,0,,11.5,16.25,1.4,3.2,2,79,F,U,48.06218908,79200,
2964,0,,9,14,2.2,4.2,2,,M,H,47.8613626,29200,40375
2989,0,,5,8,0.6,1.8,2,17,M,H,60.08785492,85100,61132
2996,0,,5.75,10.5,0.8,2.8,4,48,F,U,50.35428094,123200,
3008,0,,8.5,14,1.4,3.6,2,72,M,U,49.33699883,96500,42341
3009,1,100,7.15,12,1.4,3.2,3,49,F,H,50.65974715,118400,49566
3011,0,,7.75,13,1.6,3.6,1,57,F,H,48.98000016,59600,71303
3018,1,125,7.15,10,1.6,2.4,3,,F,U,49.85082062,142900,
3063,0,,8,12.5,1.4,3.4,2,80,M,H,52.60828438,452600,59553
3109,1,125,10.15,14,2,1.8,2,63,M,H,61.13775498,100200,42375
3118,1,50,6.4,7.75,1,1.4,4,35,F,H,50.14359289,87100,58689
3155,0,,7.25,11.75,1.2,2.6,1,77,F,H,50.25616368,121700,67326
3214,0,,7.5,13,1.4,3.6,1,7,M,H,54.78604625,,
3242,0,,7.25,12,1.2,3.4,3,66,F,U,48.97636283,62900,45337
3252,1,100,7.15,11.75,1.4,3,3,82,F,H,50.46858915,87800,50160
3312,1,75,8.4,12,2,3.4,3,47,M,H,49.38170762,93000,62681
3412,0,,6.75,11,1.4,3.2,2,58,F,H,49.70150025,152800,51352
3424,0,,6.75,8,1.2,1.6,3,73,M,H,64.82118225,85000,90238
3496,1,50,6.9,10.25,1.4,2.6,3,30,M,U,50.06266787,68800,77288
3504,1,85,7.65,12,1.6,3.2,4,78,F,U,50.19232134,70000,44295
3550,1,50,6.65,9.75,1.2,1,3,86,M,U,51.9220122,34200,41875
3553,1,100,7.4,11.5,1.6,3.4,1,81,M,H,55.55841348,73200,52406
3579,1,90,7.4,9.75,1.6,2.4,4,37,M,H,53.51696963,393700,87880
3608,1,135,7.9,12.75,1.8,3.8,2,,M,U,57.19009734,69400,31126
3612,0,,7,11.25,1.4,3,3,17,F,H,50.22925339,134500,42275
3631,1,65,8.9,11,2,2.8,4,,M,U,48.13074226,64200,
3638,1,75,6.9,10,1.6,2.8,3,,F,U,48.87343787,95100,
3651,1,125,7.65,10.75,2,3.2,3,67,F,H,59.82568181,66800,52330
3685,1,75,7.65,12.25,1.8,3.4,3,55,F,H,49.95669535,82700,40788
3691,1,100,7.15,8,1.2,1,2,64,F,U,57.1067365,60500,
3718,0,,4.75,10.25,1.4,3.6,3,,M,U,68.7930116,80100,
3746,1,50,5.9,10.75,1.4,3.2,3,58,M,H,51.3368668,155500,56614
3763,1,180,11.65,16.75,2.8,4.8,3,75,M,U,69.51450272,69400,
3825,1,75,9.9,14.75,1.6,1.4,3,73,M,H,53.8969359,94300,50984
3868,0,,3.25,8,1.2,2.8,2,,F,U,50.28301981,54300,48058
3873,0,,4,9.25,1.2,3.4,2,74,F,H,58.837031,58100,50173
3875,0,,4.75,10,1.6,3.6,2,83,F,H,58.2474578,56600,41801
3891,1,125,8.4,12.25,1.4,3,2,82,F,H,56.46476339,28300,45709
3918,1,105,10.4,14.5,1.4,3,4,68,F,H,56.5418929,593100,155586
3931,1,50,2.9,4.5,0.8,1.4,2,,F,U,56.66701972,52900,49240
3933,1,100,4.9,9,1.4,2.8,2,31,M,U,49.5313185,91200,
3953,1,100,3.15,7.5,1.2,1,1,,M,H,62.54452267,225400,66717
3964,0,,8.75,14.25,1.4,3.6,3,,M,U,70.78323407,93800,43729
3965,0,,6,11.5,1.6,1.6,3,,M,H,72.82755059,450000,95776
3976,0,,7.25,12.25,1.2,3,2,70,F,U,49.61603468,51000,56440
3985,1,60,10.9,16,2.4,4.4,3,70,F,H,47.77860213,34800,
3995,0,,3.75,9,1.2,3.2,2,77,M,U,49.71247546,47600,34373
4017,1,75,3.65,7.5,1,0.8,3,65,F,H,59.69104424,572500,95837
4026,1,10,3.4,7.25,1.2,3.2,1,68,F,H,48.44812898,74800,51091
4048,1,85,3.9,7.75,1.4,1.2,3,63,F,U,53.72227243,101400,37766
4055,1,50,6.65,8,0.8,1.2,3,46,M,U,50.12477334,124700,57337
4094,0,,3.25,5.25,0.4,1.2,1,75,F,H,51.42919232,231500,106762
4119,0,,3.25,8.25,0.8,2.6,3,,F,U,76.04900034,70800,
4127,0,,4.25,9.5,1.2,3.2,4,75,F,H,51.24152577,87500,51904
4132,0,,7.5,12.75,1.2,3.4,3,71,F,U,49.72053721,89400,40898
4150,1,70,5.4,10.25,1.4,1.2,3,52,F,H,54.30086188,58000,47076
4187,1,125,8.65,12.5,1.6,3.4,4,83,F,U,48.72155588,95100,
4194,0,,5,10.5,1.4,3.6,4,73,F,H,90.569,56900,58514
4200,0,,4.75,4.75,1.2,1.2,3,53,M,H,77.23268981,92300,46312
4208,0,,4.5,9,1.2,1.2,3,,U,U,77.68128772,,
4211,1,125,4.9,10,1.4,3.4,2,57,F,U,57.67492057,91900,44272
4225,1,50,3.9,8,1.2,1,1,7,M,U,53.14510449,100300,36193
4240,0,,2.5,5.25,0.8,1.8,2,,F,U,49.37642857,97100,
4243,1,100,4.15,8.75,1.4,1.2,3,51,F,H,54.29499908,86700,31228
4254,1,100,8.4,12.5,1.6,1.4,2,49,M,U,61.44559816,173800,95596
4284,0,,7.25,12.25,1.4,1.4,2,68,M,H,63.44152063,61000,51002
4288,0,,6.5,11,1.2,3,1,84,M,H,48.79552081,73300,47389
4300,0,,9.5,14,1.2,2.8,3,68,M,U,49.53890618,71200,38464
4314,1,30,4.15,8.75,1.4,3.2,1,75,F,H,49.23102289,67800,39604
4315,0,,8,13,1,2.8,2,35,M,H,49.63245811,58400,51369
4320,1,75,3.9,8.5,1.4,3,3,17,F,U,51.08599456,73800,68684
4321,0,,7.5,12.5,1,3,1,,F,H,49.0143386,76900,50760
4340,0,,5.5,11,1.6,1.6,2,85,M,U,60.80900534,56800,
4390,1,50,2.9,6.5,1,2.4,2,87,F,U,49.33772162,72700,
4393,1,50,6.9,10.25,1.4,2.6,2,87,M,U,49.79913109,104700,65650
4417,0,,8.5,13.25,1.2,3.4,2,74,M,H,48.35955848,77800,38184
4432,0,,3.25,8,1.2,3.2,2,56,F,H,58.81215872,217200,60858
4513,1,100,3.9,8,1.2,2.6,4,69,M,H,51.18380485,63000,51918
4522,1,100,4.15,7.5,1,2.4,1,83,M,U,57.27681999,235600,
4544,1,100,15.15,19.5,2.2,3.8,2,,M,U,60.14763671,513200,
4588,1,75,10.15,15,1.8,3.6,4,81,M,U,49.09269209,56100,
4589,0,,5.5,11,1,3.2,1,56,M,H,49.69311781,93800,52444
4590,0,,8.25,13.25,1.2,3.4,4,84,F,H,49.3029138,53500,32033
4605,0,,4.25,9.75,1.4,1.4,3,83,M,H,73.72574179,206300,62136
4606,1,125,5.9,10.5,1.6,1.4,2,72,U,U,64.04255279,104500,
4629,1,75,4.65,9.75,1.4,3.4,1,74,M,H,50.17730061,146000,43088
4632,0,,8.25,13,2.4,4.2,4,50,M,H,49.58705839,70000,57846
4638,1,125,7.9,13,1.4,3.4,3,73,F,H,62.97832236,247300,72198
4644,0,,8.75,13.5,1,3,3,74,M,H,49.88579169,107200,56843
4693,1,90,8.15,13.25,2,4,3,57,F,H,51.74924312,242100,83472
4726,0,,6.5,11.5,1.8,3.6,3,17,M,U,50.02482337,92100,39262
4732,0,,6,11,0.8,2.6,1,84,M,H,49.34377518,47000,41550
4739,0,,3.75,9,1.2,3.4,3,83,F,H,53.12174691,352000,47365
4746,0,,8,13,1.4,3.4,2,61,M,H,60.23093412,122200,32593
4748,0,,5.75,10.5,1.2,3,2,76,M,H,50.75110482,156300,63171
4767,0,,6.75,11,0.8,2.8,2,,F,U,56.75335684,67500,39564
4786,0,,7.5,12,1,2.8,4,55,M,H,99.44478743,365600,73833
4804,0,,6.5,10.25,1,2.4,4,54,M,H,52.5518082,257400,72040
4847,1,50,3.9,7.5,1.4,2.6,1,,F,U,49.39499733,70700,41408
4869,0,,7,11.75,1.6,3.4,4,77,F,U,52.7744094,385400,
4881,1,50,5.15,9.25,1.4,3.4,2,23,M,U,48.56308828,59900,44390
4891,1,100,3.9,8.25,1.4,3,3,,F,H,51.58820569,149000,69171
4907,1,110,3.9,8.75,1.2,3.2,4,,F,U,50.04332099,55300,
4917,1,75,2.15,5.25,1,2.2,3,58,F,U,49.84370834,80100,
4956,0,,3.25,8,1.2,3.2,2,87,M,H,50.2353221,87300,78595
4991,1,115,4.15,8.25,1.2,2.6,1,77,F,H,56.92534108,43600,42565
5003,0,,4.25,8.75,1.2,2.8,2,65,M,H,58.38952767,180000,46867
5023,0,,3.5,8.75,1.2,3.4,1,,F,U,48.97093672,48100,41307
5070,1,50,6.65,11.5,1.2,3,2,74,F,H,49.85380526,65700,50546
5074,1,155,6.65,11.25,1.4,3,2,80,M,H,60.21902589,108900,47008
5123,1,30,3.15,6.25,1.2,2.6,1,,F,H,50.08160202,187800,56053
5140,1,35,5.9,9.5,1.2,2.4,1,75,M,H,52.18840699,324700,66882
5144,1,75,11.9,15.25,2.4,3.6,3,,M,H,49.38956156,193800,36726
5172,1,50,6.15,10.25,1.4,2.8,3,36,M,H,49.7064099,29100,39562
5180,1,65,5.9,10.5,2,3.8,2,78,F,H,48.8438591,46900,40076
5261,0,,4.75,9.25,1.2,3.4,2,32,M,H,48.17028132,36400,33431
5272,1,100,3.4,7.5,1,0.8,3,72,M,U,54.57048234,89500,63917
5321,1,125,8.15,11,1.8,3,2,43,U,H,60.99933392,222000,66798
5331,1,70,7.9,12.5,2.4,4.4,3,,U,U,50.14180795,161800,84071
5335,1,50,3.9,8.5,1.4,3.4,3,75,F,H,50.08358732,51500,71200
5354,0,,8.25,12.75,1.4,1.4,3,63,F,H,53.92939634,92400,103129
5365,0,,8.75,14,1.4,1.4,1,77,F,U,52.57559306,42500,54914
5366,1,100,3.65,7,1,2.4,4,48,F,H,51.36854047,152200,48028
5404,1,50,3.4,7.5,1.4,1.2,2,61,U,U,60.64796537,58700,42209
5405,0,,3.25,7.75,1.2,3,2,7,M,H,52.82800457,361700,51250
5407,0,,7.75,13.25,1,1,3,72,F,U,65.10447636,41000,37290
5424,0,,6.75,12,1.2,1.2,3,49,M,H,77.06349864,225200,100789
5477,0,,5.5,9.25,0.6,1.8,1,,F,U,49.05566304,74600,
5496,1,25,3.65,6.5,1.2,1,3,84,M,H,51.92751576,32300,29982
5497,0,,10,14.75,1.6,3.6,1,74,F,H,47.53502568,54300,36928
5510,1,100,7.65,12.25,2.2,3.8,3,85,F,U,49.02247613,70500,
5511,1,105,8.65,11,0.8,0.6,2,79,M,H,61.99909568,149300,88668
5524,1,75,9.65,12.75,1.6,2.8,4,74,F,H,49.98309847,108400,68103
5532,1,75,7.9,12.5,1.4,3.2,3,76,M,H,51.23928993,169000,83169
5546,1,50,3.65,8.5,1.6,3.4,2,78,F,U,49.44709503,71700,
5556,0,,3.25,7.25,0.8,2.4,1,78,F,U,49.37856067,55200,60140
5610,1,50,9.4,14,1.8,3.4,2,86,M,H,49.09843451,66600,45303
5613,1,60,8.4,12.75,1.4,3.2,2,62,F,U,50.50192109,288000,
5614,1,95,9.65,13,1.8,3.6,4,78,M,H,49.8391493,180300,79882
5642,1,240,7.65,12.75,1.2,3.2,2,,F,H,57.23085754,100000,48639
5681,0,,3,8.25,1.2,1.2,2,83,F,H,61.56337657,24200,31989
5699,0,,6,11,1.2,3.2,1,78,F,H,48.93178243,64800,45887
5733,1,50,4.9,9,1.8,3.2,2,,M,U,49.42434285,56900,36897
5742,1,375,4.4,9.5,1.4,3.4,4,67,F,H,91.11,291000,61461
5770,0,,4,9,1.2,1.2,4,67,F,H,54.4365694,50200,37244
5798,1,250,6.65,11.75,1.4,1.2,3,32,U,U,90.872,87200,67852
5822,1,55,5.15,9.75,1.2,2.8,1,68,F,H,49.49806219,51300,44472
5835,1,150,8.4,13.25,3.6,5.4,3,,F,U,48.25181646,40400,48750
5852,1,50,9.65,14,1.4,3.2,2,80,M,U,48.20491131,40400,34398
5854,0,,7.75,13,1.2,3.4,1,80,F,U,47.86891475,60400,
5881,1,60,7.15,12,1.4,3.4,4,80,M,U,52.27187185,246900,64579
5906,0,,4,7.75,1,2.4,2,75,M,H,49.51216626,58400,41677
5949,0,,3.5,7.5,0.8,2,4,71,F,U,51.31466915,50700,44242
5960,0,,5,9.75,1.2,3.2,4,46,M,H,51.27650198,150400,57000
5967,1,50,8.4,12.25,1.2,2.4,2,46,M,U,48.70525701,41000,
5968,1,60,12.65,17.75,3.6,5.6,1,,F,U,46.13896841,68500,
