datetime,count
2011-01-26 02:00:00,2.3
2011-01-26 05:00:00,3.2
2011-01-26 06:00:00,28.3
2011-01-26 07:00:00,79.5
2011-01-26 08:00:00,155.9
2011-01-26 09:00:00,114.3
2011-01-26 10:00:00,49.3
2011-01-26 11:00:00,48.0
2011-01-26 12:00:00,30.2
2011-01-26 13:00:00,31.3
2011-01-26 14:00:00,32.7
2011-01-26 15:00:00,40.6
2011-01-26 16:00:00,59.0
2011-01-26 17:00:00,122.6
2011-01-27 16:00:00,70.0
2011-01-27 17:00:00,176.9
2011-01-27 18:00:00,156.0
2011-01-27 19:00:00,109.7
2011-01-27 20:00:00,73.2
2011-01-27 21:00:00,50.1
2011-01-27 22:00:00,35.2
2011-01-27 23:00:00,17.1
2011-01-28 00:00:00,8.1
2011-01-28 01:00:00,5.9
2011-01-28 02:00:00,2.1
2011-01-28 03:00:00,2.1
2011-01-28 05:00:00,4.0
2011-01-28 06:00:00,28.9
2011-01-28 07:00:00,75.3
2011-01-28 08:00:00,193.5
2011-01-28 09:00:00,116.7
2011-01-28 10:00:00,51.4
2011-01-28 11:00:00,47.9
2011-01-28 12:00:00,34.7
2011-01-28 13:00:00,48.4
2011-01-28 14:00:00,39.5
2011-01-28 15:00:00,47.0
2011-01-28 16:00:00,56.9
2011-01-28 17:00:00,169.6
2011-01-28 18:00:00,155.2
2011-01-28 19:00:00,95.5
2011-01-28 20:00:00,84.1
2011-01-28 21:00:00,46.3
2011-01-28 22:00:00,39.0
2011-01-28 23:00:00,19.8
2011-01-29 00:00:00,25.2
2011-01-29 01:00:00,28.0
2011-01-29 02:00:00,19.7
2011-01-29 03:00:00,10.6
2011-01-29 04:00:00,3.5
2011-01-29 06:00:00,5.1
2011-01-29 07:00:00,10.3
2011-01-29 08:00:00,18.3
2011-01-29 09:00:00,48.3
2011-01-29 10:00:00,64.6
2011-01-29 11:00:00,72.0
2011-01-29 12:00:00,74.6
2011-01-29 13:00:00,91.5
2011-01-29 14:00:00,67.8
2011-01-29 15:00:00,59.3
2011-01-29 16:00:00,58.9
2011-01-29 17:00:00,112.5
2011-01-29 18:00:00,124.2
2011-01-29 19:00:00,75.9
2011-01-29 20:00:00,60.7
2011-01-29 21:00:00,38.8
2011-01-29 22:00:00,29.5
2011-01-29 23:00:00,13.3
2011-01-30 00:00:00,24.9
2011-01-30 01:00:00,31.7
2011-01-30 02:00:00,23.3
2011-01-30 03:00:00,10.4
2011-01-30 04:00:00,5.2
2011-01-30 05:00:00,5.3
2011-01-30 07:00:00,6.5
2011-01-30 08:00:00,20.6
2011-01-30 09:00:00,50.8
2011-01-30 10:00:00,81.8
2011-01-30 11:00:00,100.2
2011-01-30 12:00:00,125.6
2011-01-30 13:00:00,111.3
2011-01-30 14:00:00,90.7
2011-01-30 15:00:00,80.5
2011-01-30 16:00:00,74.1
2011-01-30 17:00:00,161.8
2011-01-30 18:00:00,121.4
2011-01-30 19:00:00,82.6
2011-01-30 20:00:00,92.4
2011-01-30 21:00:00,34.0
2011-01-30 22:00:00,34.8
2011-01-30 23:00:00,15.6
2011-01-31 00:00:00,13.7
2011-01-31 01:00:00,3.4
2011-01-31 02:00:00,1.8
2011-01-31 03:00:00,1.6666666666666665
2011-01-31 04:00:00,1.4
2011-01-31 05:00:00,3.0
2011-01-31 06:00:00,32.9
2011-01-31 07:00:00,79.3
2011-01-31 08:00:00,184.5
2011-01-31 09:00:00,102.0
2011-01-31 10:00:00,45.8
2011-01-31 11:00:00,53.4
2011-01-31 12:00:00,65.2
2011-01-31 13:00:00,61.4
2011-01-31 14:00:00,50.5
2011-01-31 15:00:00,52.5
2011-01-31 16:00:00,62.3
2011-01-31 17:00:00,164.1
2011-01-31 18:00:00,146.7
2011-01-31 19:00:00,111.1
2011-01-31 20:00:00,74.1
2011-01-31 21:00:00,35.7
2011-01-31 22:00:00,38.2
2011-01-31 23:00:00,19.8
2011-02-20 00:00:00,83.6
2011-02-20 01:00:00,23.6
2011-02-20 02:00:00,24.2
2011-02-20 03:00:00,11.1
2011-02-20 04:00:00,7.4
2011-02-20 06:00:00,12.3
2011-02-20 07:00:00,7.9
2011-02-20 08:00:00,27.3
2011-02-20 09:00:00,59.5
2011-02-20 10:00:00,93.9
2011-02-20 11:00:00,112.0
2011-02-20 12:00:00,104.6
2011-02-20 13:00:00,163.0
2011-02-20 14:00:00,118.0
2011-02-20 15:00:00,153.8
2011-02-20 16:00:00,145.3
2011-02-20 17:00:00,150.7
2011-02-20 18:00:00,196.2
2011-02-20 19:00:00,80.7
2011-02-20 20:00:00,109.4
2011-02-20 21:00:00,75.5
2011-02-20 22:00:00,78.0
2011-02-20 23:00:00,49.5
2011-02-21 00:00:00,61.3
2011-02-21 01:00:00,42.4
2011-02-21 02:00:00,34.3
2011-02-21 03:00:00,60.7
2011-02-21 04:00:00,55.3
2011-02-21 05:00:00,42.9
2011-02-21 06:00:00,45.6
2011-02-21 07:00:00,90.4
2011-02-21 08:00:00,261.4
2011-02-21 09:00:00,109.6
2011-02-21 10:00:00,127.4
2011-02-21 11:00:00,120.0
2011-02-21 12:00:00,148.1
2011-02-21 13:00:00,125.4
2011-02-21 14:00:00,148.7
2011-02-21 15:00:00,64.6
2011-02-21 16:00:00,84.7
2011-02-21 17:00:00,106.2
2011-02-21 18:00:00,95.2
2011-02-21 19:00:00,80.2
2011-02-21 20:00:00,53.2
2011-02-21 21:00:00,40.2
2011-02-21 22:00:00,33.2
2011-02-21 23:00:00,34.9
2011-02-22 06:00:00,28.9
2011-02-22 07:00:00,94.3
2011-02-22 08:00:00,206.0
2011-02-22 09:00:00,126.0
2011-02-22 10:00:00,49.6
2011-02-22 11:00:00,98.2
2011-02-22 12:00:00,65.1
2011-02-22 13:00:00,81.3
2011-02-22 14:00:00,57.1
2011-02-22 15:00:00,66.4
2011-02-22 16:00:00,66.8
2011-02-22 17:00:00,169.5
2011-02-22 18:00:00,154.0
2011-02-22 19:00:00,100.2
2011-02-22 20:00:00,70.8
2011-02-22 21:00:00,55.2
2011-02-22 22:00:00,38.9
2011-02-22 23:00:00,32.5
2011-02-23 00:00:00,13.6
2011-02-23 01:00:00,6.9
2011-02-23 02:00:00,2.7
2011-02-23 03:00:00,2.2
2011-02-23 05:00:00,5.3
2011-02-23 06:00:00,33.7
2011-02-23 07:00:00,91.8
2011-02-23 08:00:00,196.5
2011-02-23 09:00:00,127.2
2011-02-23 10:00:00,64.1
2011-02-23 11:00:00,70.5
2011-02-23 12:00:00,94.2
2011-02-23 13:00:00,111.0
2011-02-23 14:00:00,80.9
2011-02-23 15:00:00,81.5
2011-02-23 16:00:00,112.9
2011-02-23 17:00:00,269.2
2011-02-23 18:00:00,256.3
2011-02-23 19:00:00,116.1
2011-02-23 20:00:00,81.2
2011-02-23 21:00:00,56.2
2011-02-23 22:00:00,43.9
2011-02-23 23:00:00,31.3
2011-02-24 00:00:00,11.4
2011-02-24 01:00:00,5.9
2011-02-24 02:00:00,2.0
2011-02-24 03:00:00,1.5
2011-02-24 05:00:00,6.1
2011-02-24 06:00:00,38.0
2011-02-24 07:00:00,100.0
2011-02-24 08:00:00,249.4
2011-02-24 09:00:00,131.3
2011-02-24 10:00:00,63.7
2011-02-24 11:00:00,83.7
2011-02-24 12:00:00,68.9
2011-02-24 13:00:00,67.6
2011-02-24 14:00:00,67.3
2011-02-24 15:00:00,54.2
2011-02-24 16:00:00,89.1
2011-02-24 17:00:00,249.1
2011-02-24 18:00:00,200.3
2011-02-24 19:00:00,95.1
2011-02-24 20:00:00,88.8
2011-02-24 21:00:00,57.8
2011-02-24 22:00:00,31.2
2011-02-24 23:00:00,46.8
2011-02-25 00:00:00,18.3
2011-02-25 01:00:00,6.8
2011-02-25 02:00:00,4.62
2011-02-25 03:00:00,2.1
2011-02-25 05:00:00,14.8
2011-02-25 06:00:00,54.4
2011-02-25 07:00:00,86.0
2011-02-25 08:00:00,145.2
2011-02-25 09:00:00,49.7
2011-02-25 10:00:00,33.5
2011-02-25 11:00:00,153.7
2011-02-25 12:00:00,120.6
2011-02-25 13:00:00,119.4
2011-02-25 14:00:00,130.5
2011-02-25 15:00:00,120.0
2011-02-25 16:00:00,67.6
2011-02-25 17:00:00,221.9
2011-02-25 18:00:00,167.0
2011-02-25 19:00:00,91.2
2011-02-25 20:00:00,74.3
2011-02-25 21:00:00,44.6
2011-02-25 22:00:00,55.1
2011-02-25 23:00:00,39.8
2011-02-26 00:00:00,34.7
2011-02-26 01:00:00,34.0
2011-02-26 02:00:00,20.2
2011-02-26 03:00:00,12.2
2011-02-26 04:00:00,3.9
2011-02-26 05:00:00,2.7
2011-02-26 06:00:00,5.7
2011-02-26 07:00:00,9.6
2011-02-26 08:00:00,28.8
2011-02-26 09:00:00,55.5
2011-02-26 10:00:00,79.0
2011-02-26 11:00:00,108.1
2011-02-26 12:00:00,134.6
2011-02-26 13:00:00,140.4
2011-02-26 14:00:00,106.0
2011-02-26 15:00:00,149.2
2011-02-26 16:00:00,138.8
2011-02-26 17:00:00,163.8
2011-02-26 18:00:00,149.9
2011-02-26 19:00:00,97.3
2011-02-26 20:00:00,67.9
2011-02-26 21:00:00,54.6
2011-02-26 22:00:00,47.0
2011-02-26 23:00:00,46.2
2011-02-27 00:00:00,35.1
2011-02-27 01:00:00,29.9
2011-02-27 02:00:00,27.0
2011-02-27 03:00:00,11.0
2011-02-27 04:00:00,6.1
2011-02-27 06:00:00,2.9
2011-02-27 07:00:00,15.1
2011-02-27 08:00:00,46.2
2011-02-27 09:00:00,103.6
2011-02-27 10:00:00,93.2
2011-02-27 11:00:00,127.3
2011-02-27 12:00:00,137.4
2011-02-27 13:00:00,157.3
2011-02-27 14:00:00,140.6
2011-02-27 15:00:00,142.9
2011-02-27 16:00:00,189.2
2011-02-27 17:00:00,180.4
2011-02-27 18:00:00,141.2
2011-02-27 19:00:00,114.0
2011-02-27 20:00:00,67.4
2011-02-27 21:00:00,96.7
2011-02-27 22:00:00,103.5
2011-02-27 23:00:00,49.8
2011-02-28 00:00:00,39.7
2011-02-28 01:00:00,7.5
2011-02-28 03:00:00,2.5
2011-02-28 05:00:00,16.0
2011-02-28 06:00:00,62.0
2011-02-28 07:00:00,205.4
2011-02-28 08:00:00,289.5
2011-02-28 09:00:00,134.7
2011-02-28 10:00:00,114.8
2011-02-28 11:00:00,144.0
2011-02-28 12:00:00,158.3
2011-02-28 13:00:00,61.5
2011-02-28 14:00:00,32.3
2011-02-28 15:00:00,31.6
2011-02-28 16:00:00,56.9
2011-02-28 17:00:00,199.0
2011-02-28 18:00:00,181.3
2011-02-28 19:00:00,75.0
2011-02-28 20:00:00,49.5
2011-02-28 21:00:00,56.1
2011-02-28 22:00:00,31.3
2011-02-28 23:00:00,43.5
2011-03-20 00:00:00,60.8
2011-03-20 01:00:00,48.3
2011-03-20 02:00:00,46.0
2011-03-20 03:00:00,18.5
2011-03-20 04:00:00,4.1
2011-03-20 05:00:00,5.4
2011-03-20 06:00:00,10.8
2011-03-20 07:00:00,14.0
2011-03-20 08:00:00,53.9
2011-03-20 09:00:00,88.9
2011-03-20 10:00:00,112.2
2011-03-20 11:00:00,129.3
2011-03-20 12:00:00,157.7
2011-03-20 13:00:00,132.6
2011-03-20 14:00:00,128.3
2011-03-20 15:00:00,146.9
2011-03-20 16:00:00,124.1
2011-03-20 17:00:00,258.4
2011-03-20 18:00:00,143.9
2011-03-20 19:00:00,98.6
2011-03-20 20:00:00,88.1
2011-03-20 21:00:00,90.2
2011-03-20 22:00:00,74.5
2011-03-20 23:00:00,52.8
2011-03-21 00:00:00,30.0
2011-03-21 01:00:00,13.0
2011-03-21 02:00:00,6.5
2011-03-21 03:00:00,3.4
2011-03-21 05:00:00,13.6
2011-03-21 06:00:00,43.4
2011-03-21 07:00:00,134.3
2011-03-21 08:00:00,250.9
2011-03-21 09:00:00,145.7
2011-03-21 10:00:00,78.1
2011-03-21 11:00:00,111.0
2011-03-21 12:00:00,115.5
2011-03-21 13:00:00,123.8
2011-03-21 14:00:00,155.9
2011-03-21 15:00:00,171.5
2011-03-21 16:00:00,242.5
2011-03-21 17:00:00,350.6
2011-03-21 18:00:00,415.9
2011-03-21 19:00:00,281.1
2011-03-21 20:00:00,213.0
2011-03-21 21:00:00,94.0
2011-03-21 22:00:00,91.8
2011-03-21 23:00:00,58.6
2011-03-22 00:00:00,35.5
2011-03-22 01:00:00,9.5
2011-03-22 02:00:00,7.2
2011-03-22 03:00:00,5.6
2011-03-22 04:00:00,5.5
2011-03-22 05:00:00,15.2
2011-03-22 06:00:00,51.1
2011-03-22 07:00:00,156.4
2011-03-22 08:00:00,278.1
2011-03-22 09:00:00,133.0
2011-03-22 10:00:00,98.8
2011-03-22 11:00:00,110.6
2011-03-22 12:00:00,124.5
2011-03-22 13:00:00,121.1
2011-03-22 14:00:00,135.1
2011-03-22 15:00:00,127.3
2011-03-22 16:00:00,194.0
2011-03-22 17:00:00,363.5
2011-03-22 18:00:00,343.6
2011-03-22 19:00:00,165.1
2011-03-22 20:00:00,145.9
2011-03-22 21:00:00,91.0
2011-03-22 22:00:00,72.8
2011-03-22 23:00:00,58.8
2011-03-23 00:00:00,24.8
2011-03-23 01:00:00,10.3
2011-03-23 02:00:00,8.6
2011-03-23 03:00:00,4.5
2011-03-23 05:00:00,12.1
2011-03-23 06:00:00,45.2
2011-03-23 07:00:00,173.6
2011-03-23 08:00:00,283.8
2011-03-23 09:00:00,147.1
2011-03-23 10:00:00,74.1
2011-03-23 11:00:00,120.9
2011-03-23 12:00:00,88.9
2011-03-23 13:00:00,59.9
2011-03-23 14:00:00,89.6
2011-03-23 15:00:00,77.9
2011-03-23 16:00:00,129.4
2011-03-23 17:00:00,277.0
2011-03-23 18:00:00,168.4
2011-03-23 19:00:00,116.6
2011-03-23 20:00:00,40.3
2011-03-23 21:00:00,24.8
2011-03-23 22:00:00,39.7
2011-03-23 23:00:00,34.0
2011-03-24 00:00:00,21.1
2011-03-24 01:00:00,4.4
2011-03-24 02:00:00,5.5200000000000005
2011-03-24 03:00:00,2.5
2011-03-24 04:00:00,2.0
2011-03-24 05:00:00,5.7
2011-03-24 06:00:00,25.3
2011-03-24 07:00:00,108.7
2011-03-24 08:00:00,143.2
2011-03-24 09:00:00,145.3
2011-03-24 10:00:00,61.9
2011-03-24 11:00:00,50.7
2011-03-24 12:00:00,88.9
2011-03-24 13:00:00,91.2
2011-03-24 14:00:00,76.8
2011-03-24 15:00:00,72.7
2011-03-24 16:00:00,88.0
2011-03-24 17:00:00,263.7
2011-03-24 18:00:00,209.3
2011-03-24 19:00:00,123.7
2011-03-24 20:00:00,80.5
2011-03-24 21:00:00,54.9
2011-03-24 22:00:00,54.8
2011-03-24 23:00:00,29.8
2011-03-25 00:00:00,14.1
2011-03-25 01:00:00,3.0
2011-03-25 02:00:00,1.8
2011-03-25 03:00:00,1.7
2011-03-25 04:00:00,1.5
2011-03-25 05:00:00,8.2
2011-03-25 06:00:00,35.1
2011-03-25 07:00:00,103.4
2011-03-25 08:00:00,246.9
2011-03-25 09:00:00,141.9
2011-03-25 10:00:00,74.0
2011-03-25 11:00:00,80.0
2011-03-25 12:00:00,83.3
2011-03-25 13:00:00,77.2
2011-03-25 14:00:00,86.3
2011-03-25 15:00:00,84.6
2011-03-25 16:00:00,111.5
2011-03-25 17:00:00,210.4
2011-03-25 18:00:00,195.2
2011-03-25 19:00:00,129.0
2011-03-25 20:00:00,76.3
2011-03-25 21:00:00,69.9
2011-03-25 22:00:00,43.6
2011-03-25 23:00:00,44.8
2011-03-26 00:00:00,79.3
2011-03-26 01:00:00,76.6
2011-03-26 02:00:00,30.9
2011-03-26 03:00:00,12.7
2011-03-26 04:00:00,9.2
2011-03-26 05:00:00,3.4
2011-03-26 06:00:00,8.6
2011-03-26 07:00:00,8.8
2011-03-26 08:00:00,39.4
2011-03-26 09:00:00,59.0
2011-03-26 10:00:00,94.5
2011-03-26 11:00:00,98.5
2011-03-26 12:00:00,114.2
2011-03-26 13:00:00,106.7
2011-03-26 14:00:00,113.7
2011-03-26 15:00:00,134.3
2011-03-26 16:00:00,122.5
2011-03-26 17:00:00,189.2
2011-03-26 18:00:00,159.3
2011-03-26 19:00:00,71.0
2011-03-26 20:00:00,48.3
2011-03-26 21:00:00,50.9
2011-03-26 22:00:00,44.7
2011-03-26 23:00:00,35.6
2011-03-27 00:00:00,64.1
2011-03-27 01:00:00,34.4
2011-03-27 02:00:00,22.8
2011-03-27 03:00:00,9.3
2011-03-27 04:00:00,4.6
2011-03-27 06:00:00,3.9
2011-03-27 07:00:00,10.5
2011-03-27 08:00:00,32.7
2011-03-27 09:00:00,63.5
2011-03-27 10:00:00,67.6
2011-03-27 11:00:00,62.8
2011-03-27 12:00:00,156.7
2011-03-27 13:00:00,116.6
2011-03-27 14:00:00,95.2
2011-03-27 15:00:00,112.9
2011-03-27 16:00:00,124.1
2011-03-27 17:00:00,210.9
2011-03-27 18:00:00,118.6
2011-03-27 19:00:00,79.1
2011-03-27 20:00:00,67.6
2011-03-27 21:00:00,75.7
2011-03-27 22:00:00,69.1
2011-03-27 23:00:00,40.0
2011-03-28 00:00:00,12.4
2011-03-28 01:00:00,11.6
2011-03-28 02:00:00,10.9
2011-03-28 03:00:00,8.0
2011-03-28 05:00:00,10.5
2011-03-28 06:00:00,35.0
2011-03-28 07:00:00,81.1
2011-03-28 08:00:00,216.5
2011-03-28 09:00:00,138.5
2011-03-28 10:00:00,66.5
2011-03-28 11:00:00,55.5
2011-03-28 12:00:00,76.1
2011-03-28 13:00:00,104.1
2011-03-28 14:00:00,80.1
2011-03-28 15:00:00,78.0
2011-03-28 16:00:00,108.0
2011-03-28 17:00:00,204.6
2011-03-28 18:00:00,190.0
2011-03-28 19:00:00,131.1
2011-03-28 20:00:00,82.3
2011-03-28 21:00:00,67.9
2011-03-28 22:00:00,66.8
2011-03-28 23:00:00,36.4
2011-03-29 00:00:00,52.5
2011-03-29 01:00:00,48.6
2011-03-29 02:00:00,47.5
2011-03-29 03:00:00,34.6
2011-03-29 04:00:00,6.1
2011-03-29 05:00:00,32.3
2011-03-29 06:00:00,42.5
2011-03-29 07:00:00,124.9
2011-03-29 08:00:00,255.5
2011-03-29 09:00:00,146.2
2011-03-29 10:00:00,86.6
2011-03-29 11:00:00,80.5
2011-03-29 12:00:00,91.7
2011-03-29 13:00:00,84.9
2011-03-29 14:00:00,86.7
2011-03-29 15:00:00,92.1
2011-03-29 16:00:00,107.8
2011-03-29 17:00:00,302.5
2011-03-29 18:00:00,252.0
2011-03-29 19:00:00,146.2
2011-03-29 20:00:00,102.8
2011-03-29 21:00:00,72.9
2011-03-29 22:00:00,60.0
2011-03-29 23:00:00,40.9
2011-03-30 00:00:00,46.9
2011-03-30 01:00:00,45.1
2011-03-30 02:00:00,19.1
2011-03-30 03:00:00,42.5
2011-03-30 04:00:00,25.0
2011-03-30 05:00:00,19.0
2011-03-30 06:00:00,61.2
2011-03-30 07:00:00,101.1
2011-03-30 08:00:00,263.3
2011-03-30 09:00:00,140.9
2011-03-30 10:00:00,104.8
2011-03-30 11:00:00,84.6
2011-03-30 12:00:00,103.6
2011-03-30 13:00:00,100.5
2011-03-30 14:00:00,91.6
2011-03-30 15:00:00,46.1
2011-03-30 16:00:00,91.6
2011-03-30 17:00:00,191.7
2011-03-30 18:00:00,177.3
2011-03-30 19:00:00,129.6
2011-03-30 20:00:00,64.8
2011-03-30 21:00:00,53.7
2011-03-30 22:00:00,35.3
2011-03-30 23:00:00,37.3
2011-03-31 00:00:00,7.8
2011-03-31 01:00:00,4.6
2011-03-31 02:00:00,4.1
2011-03-31 03:00:00,2.4
2011-03-31 04:00:00,2.3
2011-03-31 05:00:00,6.3
2011-03-31 06:00:00,28.2
2011-03-31 07:00:00,103.5
2011-03-31 08:00:00,245.4
2011-03-31 09:00:00,144.1
2011-03-31 10:00:00,57.7
2011-03-31 11:00:00,53.9
2011-03-31 12:00:00,82.2
2011-03-31 13:00:00,92.2
2011-03-31 14:00:00,65.4
2011-03-31 15:00:00,39.0
2011-03-31 16:00:00,71.6
2011-03-31 17:00:00,246.9
2011-03-31 18:00:00,228.1
2011-03-31 19:00:00,109.9
2011-03-31 20:00:00,50.7
2011-03-31 21:00:00,61.5
2011-03-31 22:00:00,32.8
2011-03-31 23:00:00,51.9
2011-04-20 00:00:00,39.6
2011-04-20 01:00:00,5.9
2011-04-20 02:00:00,7.6
2011-04-20 03:00:00,4.7
2011-04-20 04:00:00,3.6
2011-04-20 05:00:00,12.4
2011-04-20 06:00:00,51.9
2011-04-20 07:00:00,170.4
2011-04-20 08:00:00,374.6
2011-04-20 09:00:00,139.3
2011-04-20 10:00:00,127.8
2011-04-20 11:00:00,165.6
2011-04-20 12:00:00,139.3
2011-04-20 13:00:00,137.1
2011-04-20 14:00:00,142.5
2011-04-20 15:00:00,140.9
2011-04-20 16:00:00,203.1
2011-04-20 17:00:00,382.8
2011-04-20 18:00:00,419.9
2011-04-20 19:00:00,361.7
2011-04-20 20:00:00,198.8
2011-04-20 21:00:00,158.8
2011-04-20 22:00:00,120.3
2011-04-20 23:00:00,71.8
2011-04-21 00:00:00,30.8
2011-04-21 01:00:00,49.8
2011-04-21 02:00:00,61.6
2011-04-21 03:00:00,78.9
2011-04-21 04:00:00,91.4
2011-04-21 05:00:00,38.3
2011-04-21 06:00:00,49.0
2011-04-21 07:00:00,74.4
2011-04-21 08:00:00,331.3
2011-04-21 09:00:00,160.2
2011-04-21 10:00:00,106.3
2011-04-21 11:00:00,146.9
2011-04-21 12:00:00,169.4
2011-04-21 13:00:00,97.8
2011-04-21 14:00:00,107.4
2011-04-21 15:00:00,111.0
2011-04-21 16:00:00,136.3
2011-04-21 17:00:00,394.1
2011-04-21 18:00:00,291.4
2011-04-21 19:00:00,201.6
2011-04-21 20:00:00,113.2
2011-04-21 21:00:00,73.4
2011-04-21 22:00:00,68.9
2011-04-21 23:00:00,36.9
2011-04-22 00:00:00,25.6
2011-04-22 01:00:00,27.3
2011-04-22 02:00:00,25.5
2011-04-22 03:00:00,32.8
2011-04-22 04:00:00,55.5
2011-04-22 05:00:00,67.0
2011-04-22 06:00:00,58.3
2011-04-22 07:00:00,112.7
2011-04-22 08:00:00,313.7
2011-04-22 09:00:00,107.5
2011-04-22 10:00:00,75.0
2011-04-22 11:00:00,57.4
2011-04-22 12:00:00,98.4
2011-04-22 13:00:00,41.4
2011-04-22 14:00:00,19.8
2011-04-22 15:00:00,31.5
2011-04-22 16:00:00,59.3
2011-04-22 17:00:00,176.6
2011-04-22 18:00:00,144.8
2011-04-22 19:00:00,79.3
2011-04-22 20:00:00,53.3
2011-04-22 21:00:00,37.8
2011-04-22 22:00:00,49.5
2011-04-22 23:00:00,37.7
2011-04-23 00:00:00,37.4
2011-04-23 01:00:00,45.9
2011-04-23 02:00:00,19.7
2011-04-23 03:00:00,18.8
2011-04-23 04:00:00,8.6
2011-04-23 05:00:00,11.7
