Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude
Starbucks,34004-95593,北京西单汉光百货商场店,Company Owned,"西城区, 光百货一层101商铺, 西小口路66号",北京市,11,CN,100032,010-66017188,GMT+08:00 Asia/Beijing,116.38,39.91
Starbucks,47007-255365,北京西小口路店,Company Owned,"海淀区, 中关村东升科技园B区6号楼C座一层101, 九棵树西路80号",北京市,11,CN,100096,,GMT+08:00 Asia/Beijing,116.36,40.05
Starbucks,23572-230629,北京通州九棵树西路店,Company Owned,"通州区, 北京通州阳光新生活广场一层8-A单元, 复兴路69号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.66,39.89
Starbucks,18111-188064,北京五棵松第二咖啡店,Company Owned,"海淀区, 3号楼5层（05）502-5C015单元, 首都国际机场2号航站楼国际隔离区内",北京市,11,CN,100044,010-88199321,GMT+08:00 Asia/Beijing,116.28,39.91
Starbucks,34059-96802,北京首都国际机场3店,Company Owned,"顺义区, 丰科路6号院",北京市,11,CN,100621,010-64598130,GMT+08:00 Asia/Beijing,116.6,40.08
Starbucks,49654-270524,丰科路万达广场店,Company Owned,"北京市, 第一层1056号和1057号商铺, 阜通东大街",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.3,39.82
Starbucks,49314-268025,北京阜通东大街二店,Company Owned,"朝阳区, 1号院6号楼1层2112, 北四环东路73号",北京市,11,CN,100102,,GMT+08:00 Asia/Beijing,116.48,40.0
Starbucks,18490-185007,北京北四环东路咖啡店,Company Owned,"朝阳区, 远洋未来广场一层31单元, 东方东路19号",北京市,11,CN,100025,010-84445652,GMT+08:00 Asia/Beijing,116.43,39.99
Starbucks,26144-243484,北京东方东路二店,Company Owned,"朝阳区, 外交办公大楼1层F110&2层F213, 复兴路29号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.46,39.95
Starbucks,27616-247647,北京翠微广场店,Company Owned,"海淀区, 翠微广场购物中心地上一层110号商铺, 南锣鼓巷20号",北京市,11,CN,100161,,GMT+08:00 Asia/Beijing,116.31,39.91
Starbucks,18262-188689,北京南锣鼓巷咖啡店,Company Owned,"东城区, 亦庄经济技术开发区",北京市,11,CN,100000,010-84084985,GMT+08:00 Asia/Beijing,116.4,39.94
Starbucks,48430-263164,北京同济南路店,Company Owned,"大兴区, 同济南路1号院, 王府井大街253号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.53,39.78
Starbucks,5125-147992,北京王府井店,Company Owned,"东城区, 王府井百货大楼首层, 崇文门外大街40号",北京市,11,CN,100006,010-65129138,GMT+08:00 Asia/Beijing,116.41,39.91
Starbucks,24216-233689,北京崇文门外第二咖啡店,Company Owned,"东城区, 搜秀城一层, 东三环北路甲19 号",北京市,11,CN,100062,,GMT+08:00 Asia/Beijing,116.42,39.9
Starbucks,20985-206565,北京嘉盛SOHO中心店,Company Owned,"朝阳区, 嘉盛中心首层西侧大堂, 西大望路1号",北京市,11,CN,100027,010-65067281,GMT+08:00 Asia/Beijing,116.46,39.93
Starbucks,17064-178986,北京西大望路温特莱店,Company Owned,"朝阳区, 温特莱中心一层, 首都国际机场1号航站楼",北京市,11,CN,100026,010-65387097,GMT+08:00 Asia/Beijing,116.48,39.91
Starbucks,34056-96041,北京首都国际机场1店,Company Owned,"顺义区, 一层公共区东侧, 王府井大街138号",北京市,11,CN,100621,010-64540916,GMT+08:00 Asia/Beijing,116.59,40.08
Starbucks,15321-157784,北京新东安店,Company Owned,"东城区, 新东安广场地下一层B111-B112号店铺, 前门大街1-1号",北京市,11,CN,100006,010-65255710,GMT+08:00 Asia/Beijing,116.41,39.92
Starbucks,3890-129025,北京前门大街店,Company Owned,"崇文区, 方庄紫芳园四区3号楼",北京市,11,CN,100062,010-63027966,GMT+08:00 Asia/Beijing,116.4,39.9
Starbucks,19930-202711,北京紫芳园咖啡店（方庄璞瑅）,Company Owned,"丰台区, 7号商铺, 上地三街9号",北京市,11,CN,100164,010-87211072,GMT+08:00 Asia/Beijing,116.44,39.86
Starbucks,19498-200685,北京上地三街咖啡店,Company Owned,"海淀区, B座B-1号及B座首层玻璃间, 德胜门外大街83号",北京市,11,CN,100085,010-62978546,GMT+08:00 Asia/Beijing,116.31,40.04
Starbucks,48336-262708,北京德外大街咖啡店,Company Owned,"西城区, 1层102号, 望京东园七区",北京市,11,CN,100088,,GMT+08:00 Asia/Beijing,116.38,39.96
Starbucks,27945-248028,北京望京东园二店,Company Owned,"朝阳区, 望京保利国际广场T1一层101单元, 羊坊店路18号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.49,40.0
Starbucks,18602-193488,北京羊坊店路咖啡店,Company Owned,"光耀东方广场一层103单元, 海淀区, 丰台北路18号院",北京市,11,CN,100038,010-57536311,GMT+08:00 Asia/Beijing,116.32,39.9
Starbucks,48938-265751,北京丽泽桥恒泰咖啡店,Company Owned,"丰台区, 恒泰广场一层L1-19-20, 东四环南路9号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.31,39.87
Starbucks,32112-125387,北京燕莎奥特莱斯店,Company Owned,"朝阳区, 燕莎奥特莱斯购物中心二期C座一层1018#, 西单北大街110号",北京市,11,CN,100022,010-87381381,GMT+08:00 Asia/Beijing,116.49,39.88
Starbucks,47661-256627,北京西单北大街咖啡店,Company Owned,"西城区, L2-2.23号, 霄云路甲26号",北京市,11,CN,100032,,GMT+08:00 Asia/Beijing,116.37,39.91
Starbucks,20675-206949,北京霄云路咖啡店,Company Owned,"朝阳区, 酒店一层, 建国门外大街甲5号",北京市,11,CN,100026,010-59782293,GMT+08:00 Asia/Beijing,116.47,39.96
Starbucks,34014-30739,北京贵友大厦店,Company Owned,"朝阳区, 贵友大厦东侧, 东坝中路38号一层",北京市,11,CN,,010-65629350,GMT+08:00 Asia/Beijing,116.45,39.91
Starbucks,25929-242004,北京金隅嘉品店,Company Owned,"朝阳区, L126、L127a、L129a单元, 建国门外大街甲6号1幢",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.55,39.95
Starbucks,22120-215444,北京爱思开大厦店,Company Owned,"朝阳区, SK大厦2层, 望京东园四区",北京市,11,CN,100022,,GMT+08:00 Asia/Beijing,116.46,39.91
Starbucks,28044-243727,北京望京东园店,Company Owned,"朝阳区, 9号楼1层101-1号, 三里屯路19号院",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.49,40.0
Starbucks,32548-217264,北京三里屯店,Company Owned,"朝阳区, 10号楼10-10&10-20, 北京市朝阳区阜通东大街6号院",北京市,11,CN,100027,,GMT+08:00 Asia/Beijing,116.45,39.93
Starbucks,24021-233445,北京阜通东大街咖啡店,Company Owned,"朝阳区, 3号楼物业一层1-101单元, 北京火车站",北京市,11,CN,100102,,GMT+08:00 Asia/Beijing,116.48,39.99
Starbucks,22876-223364,北京站第一咖啡店,Company Owned,"东城区, 出发层, 中关村南大街18号",北京市,11,CN,100005,,GMT+08:00 Asia/Beijing,116.43,39.9
Starbucks,22758-223829,北京中关村南大街咖啡店,Company Owned,"海淀区, 北京国际大厦一层C座01-101单元, 东大桥东侧路光华路9号",北京市,11,CN,100044,,GMT+08:00 Asia/Beijing,116.32,39.95
Starbucks,31448-105226,北京世贸天阶店,Company Owned,"朝阳区, 世贸天阶中心A座一层L123号, 翠微路12号01层",北京市,11,CN,100020,010-65871579,GMT+08:00 Asia/Beijing,116.45,39.92
Starbucks,24831-238787,北京翠微路咖啡店,Company Owned,"海淀区, 101-06/44/K12B号, 西大街107号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.3,39.91
Starbucks,19575-198985,北京中海国际大厦咖啡店,Company Owned,"西城区, 中海国际大厦28号楼 1层6-7单元, 中关村大街1号1号楼1层F100号铺位",北京市,11,CN,100034,010-88009512,GMT+08:00 Asia/Beijing,116.36,39.93
Starbucks,18250-184006,北京中关村大街海龙大厦,Company Owned,"海淀区, 方庄芳古园一区28号楼",北京市,11,CN,100080,010-82663805,GMT+08:00 Asia/Beijing,116.32,39.98
Starbucks,27052-246025,北京方庄通润商务会馆店,Company Owned,"丰台区, 通润商务会馆A段1层2单元, 天畅园7号楼1层108号",北京市,11,CN,1000078,010-58161958,GMT+08:00 Asia/Beijing,116.43,39.87
Starbucks,18792-194945,北京天畅园咖啡店,Company Owned,"朝阳区, 宣武门外大街8号",北京市,11,CN,100107,010-84828823,GMT+08:00 Asia/Beijing,116.42,40.03
Starbucks,31159-106069,北京庄胜崇光店,Company Owned,"宣武区, 北京庄胜崇光百货新馆B1层, 朝阳区东三环南路1号",北京市,11,CN,100052,010-63104865,GMT+08:00 Asia/Beijing,116.38,39.9
Starbucks,22053-215745,北京东三环南路店,Company Owned,"北京市, 佳龙大厦101, 古北口镇司马台村国际休闲旅游度假区",北京市,11,CN,100022,,GMT+08:00 Asia/Beijing,116.46,39.89
Starbucks,24390-236906,北京古北咖啡店,Company Owned,"密云县, 第一层101单元, 建国门外大街22号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,117.28,40.65
Starbucks,3659-145613,北京赛特购物中心店,Company Owned,"朝阳区, 赛特购物中心地下一层扶梯东侧, 大成南里三区13号楼",北京市,11,CN,100004,010-65155206,GMT+08:00 Asia/Beijing,116.44,39.91
Starbucks,16791-175985,北京大成路店,Company Owned,"丰台区, 零售商区的一层及负一层的01单元, 新华西路58号1号楼",北京市,11,CN,100039,010-68260728,GMT+08:00 Asia/Beijing,116.27,39.89
Starbucks,24353-235704,北京通州万达广场第一店,Company Owned,"通州区, 通州万达广场地上一层1057号铺位, 来广营西路5号院",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.64,39.91
Starbucks,28047-248965,北京望京诚盈中心店,Company Owned,"朝阳区, 3号楼地上一层102A, 复兴门大街15号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.47,40.02
Starbucks,48429-260004,北京三里河东路店,Company Owned,"西城区, 长安商场1层, 永定门西滨河路8号院7楼",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.35,39.91
Starbucks,19609-200487,北京永定门咖啡店,Company Owned,"东城区, 中海地产广场101东塔02单元, 永大路1号楼102室",北京市,11,CN,100028,010-57837720,GMT+08:00 Asia/Beijing,116.39,39.87
Starbucks,28730-250564,北京龙湖时代天街店,Company Owned,"大兴区, 东三环中路39号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.32,39.69
Starbucks,34061-98309,北京建外现代城店,Company Owned,"朝阳区, 建外SOHO5号别墅01户, 西单北大街131号",北京市,11,CN,100022,010-58690273,GMT+08:00 Asia/Beijing,116.46,39.91
Starbucks,32264-134050,北京西单大悦城店,Company Owned,"西城区, 西单大悦城2F-33号商铺, 香江北路28号2-023",北京市,11,CN,100052,010-59716310,GMT+08:00 Asia/Beijing,116.37,39.91
Starbucks,3595-145605,北京赛特奥特莱斯店,Company Owned,"朝阳区, 东三环中路7号院7楼1-31号",北京市,11,CN,100102,010-84357710,GMT+08:00 Asia/Beijing,116.51,40.04
Starbucks,7079-150284,北京财富购物中心店,Company Owned,"朝阳区, 建国路甲92号北京世茂大厦首层102#单元",北京市,11,CN,100020,010-65309201,GMT+08:00 Asia/Beijing,116.46,39.92
Starbucks,32354-130324,北京世茂大厦店,Company Owned,"朝阳区, 槐房南路6号院",北京市,11,CN,100025,010-85809015,GMT+08:00 Asia/Beijing,116.47,39.91
Starbucks,49958-271925,北京槐房西路店,Company Owned,"丰台区, 槐房万达广场一层1083号, 临空经济核心区安泰大街9号院",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.37,39.82
Starbucks,23854-232084,北京祥云东方苑咖啡店,Company Owned,"顺义区, 10号楼102号, 复兴门内大街28号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.53,40.09
Starbucks,25690-241306,北京复兴门内店,Company Owned,"西城区, 凯晨世贸中心西大堂东南侧, 东长安街1号P-W1(08-10)号店铺",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.36,39.91
Starbucks,18248-188765,北京东方广场三店,Company Owned,"东城区, 北京东方广场东方新天地商场平台层, 金宝街88号",北京市,11,CN,100738,010-85187651,GMT+08:00 Asia/Beijing,116.41,39.91
Starbucks,48253-261926,北京金宝汇店,Company Owned,"东城区, 金宝汇112号商铺一层, 什刹海前海西沿甲19号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.42,39.92
Starbucks,34039-90500,北京什刹海天荷坊店,Company Owned,"西城区, 北京南站",北京市,11,CN,,010-66571489,GMT+08:00 Asia/Beijing,116.39,39.93
Starbucks,22168-217204,北京南站第五咖啡店,Company Owned,"丰台区, 北进口内测东部通道区域地上一层的单元, 金汇路",北京市,11,CN,100054,010-83106950,GMT+08:00 Asia/Beijing,116.38,39.87
Starbucks,16522-172365,北京金汇路世界城店,Company Owned,"朝阳区, 世界城商业街9号楼1层W111单元, 复兴门内大街158号",北京市,11,CN,100020,010-85907651,GMT+08:00 Asia/Beijing,116.45,39.92
Starbucks,31911-122926,北京西城远洋大厦店,Company Owned,"西城区, 远洋大厦首层G03A, 崇文门外大街18号",北京市,11,CN,100031,010-66416538,GMT+08:00 Asia/Beijing,116.36,39.91
Starbucks,17720-183646,北京崇文门外第一咖啡店,Company Owned,"东城区, 国瑞城地下二层, 复兴路51号",北京市,11,CN,100050,010-67117065,GMT+08:00 Asia/Beijing,116.42,39.9
Starbucks,23076-227184,北京复兴路咖啡店,Company Owned,"海淀区, 凯德精品商场1层西侧, 北京市通州区云景东路1号",北京市,11,CN,100036,,GMT+08:00 Asia/Beijing,116.3,39.91
Starbucks,21714-212926,北京通州贵友店,Company Owned,"通州区, 贵友大厦地上一层, 海淀大街3号",北京市,11,CN,101121,010-59753582,GMT+08:00 Asia/Beijing,116.67,39.88
Starbucks,34040-91816,北京海淀鼎好电子大厦店,Company Owned,"海淀区, 鼎好电子大厦1层, 北三环东路36号2号楼C-05单元",北京市,11,CN,100080,010-82699457,GMT+08:00 Asia/Beijing,116.31,39.98
Starbucks,8899-151726,北京环球贸易中心店,Company Owned,"东城区, 将台路丽都广场丽都商厦首层",北京市,11,CN,100013,010-58256528,GMT+08:00 Asia/Beijing,116.41,39.97
Starbucks,34009-15773,北京丽都店,Company Owned,"朝阳区, 西红门镇",北京市,11,CN,100004,010-64376825,GMT+08:00 Asia/Beijing,116.48,39.98
Starbucks,25089-203544,北京欣宁大街咖啡店,Company Owned,"大兴区, 欣宁大街15号1层1-01-28-R号, 朝阳门外大街甲6号",北京市,11,CN,100076,,GMT+08:00 Asia/Beijing,116.33,39.79
Starbucks,19330-200444,北京朝外大街咖啡店,Company Owned,"朝阳区, 一层2011,2012号商铺, 工人体育场北路13号",北京市,11,CN,100001,010-59070313,GMT+08:00 Asia/Beijing,116.46,39.92
Starbucks,16064-167346,北京工体北路店,Company Owned,"朝阳区, 北京世茂百货F1层E103, 文化园东路6号01C01",北京市,11,CN,,010-84059071,GMT+08:00 Asia/Beijing,116.45,39.94
Starbucks,15061-157304,北京文化园东路店,Company Owned,"经济技术开发区, 首都机场3号航站楼",北京市,11,CN,100176,010-67859135,GMT+08:00 Asia/Beijing,116.5,39.81
Starbucks,32274-113605,北京首都国际机场5店,Company Owned,"顺义区, 到达大厅A2LE08#, 翠景北里21号楼",北京市,11,CN,100621,010-64532708,GMT+08:00 Asia/Beijing,116.62,40.06
Starbucks,24556-238075,北京翠景北里咖啡店,Company Owned,"通州区, 南竹杆胡同1号地下1层",北京市,11,CN,101121,,GMT+08:00 Asia/Beijing,116.66,39.89
Starbucks,21179-209444,北京朝阳门SOHO店,Company Owned,"东城区, B-123号铺, 万博苑7号楼1层",北京市,11,CN,100010,010-85197812,GMT+08:00 Asia/Beijing,116.43,39.92
Starbucks,29143-250926,北京万博苑咖啡店,Company Owned,"西城区, 东三环北路霞光里18号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.36,39.87
Starbucks,1706-144224,北京霞光里店,Company Owned,"潮阳区, 佳程广场平台层, 太平桥大街18号",北京市,11,CN,100027,010-84400958,GMT+08:00 Asia/Beijing,116.46,39.96
Starbucks,16442-169213,北京太平桥大街咖啡店,Company Owned,"西城区, 丰融国际203号, 良乡北关西路14号",北京市,11,CN,,010-66533400,GMT+08:00 Asia/Beijing,116.37,39.92
Starbucks,19932-202704,北京房山北关西路咖啡店,Company Owned,"房山区, 华冠购物中心一层, 复兴路69号3号楼1层（01）101号001单元",北京市,11,CN,102401,010-69384187,GMT+08:00 Asia/Beijing,116.14,39.74
Starbucks,16948-173925,北京五棵松卓展店,Company Owned,"海淀区, 朝阳门外大街",北京市,11,CN,100044,010-88199278,GMT+08:00 Asia/Beijing,116.28,39.91
Starbucks,34005-12617,北京丰联广场店,Company Owned,"朝阳区, 丰联广场一层, 广安门外大街168号",北京市,11,CN,100020,010-65880503,GMT+08:00 Asia/Beijing,116.44,39.92
Starbucks,20201-204084,北京朗琴国际大厦咖啡店,Company Owned,"西城区, 天虹百货商场1层101-1号, 东三环中路一号",北京市,11,CN,100055,010-63381606,GMT+08:00 Asia/Beijing,116.34,39.89
Starbucks,17164-178525,北京环球金融中心店,Company Owned,"朝阳区, 环球金融中心首层W102, 北辰东路8号院",北京市,11,CN,100052,010-59817829,GMT+08:00 Asia/Beijing,116.46,39.92
Starbucks,23303-226085,北京北辰东路第三咖啡店,Company Owned,"朝阳区, 1号楼一层108单元, 清河嘉园东区甲1号楼",北京市,11,CN,100029,,GMT+08:00 Asia/Beijing,116.41,39.99
Starbucks,24398-236227,北京清河嘉园东区咖啡店,Company Owned,"海淀区, 清河翠微百货一层101-01单元, 曙光西里甲5号院",北京市,11,CN,100085,,GMT+08:00 Asia/Beijing,116.35,40.03
Starbucks,19389-201844,北京曙光西里咖啡店,Company Owned,"朝阳区, 10号楼-17-1层17, 朝阳北路",北京市,11,CN,100000,,GMT+08:00 Asia/Beijing,116.46,39.96
Starbucks,25748-240504,北京青年路第二咖啡店,Company Owned,"朝阳区, 101号楼5层5F-48, 北京首都国际机场T3航站楼4层公共区",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.52,39.92
Starbucks,47230-253785,北京首都机场11店,Company Owned,"朝阳区, 工人体育场北路甲2号裙房01层103A",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.62,40.06
Starbucks,29194-248125,北京盈科中心第二咖啡店,Company Owned,"朝阳区, 单元及02层202A、203A单元, 建国门外大街乙12号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.46,39.93
Starbucks,5130-147991,北京LG大厦店,Company Owned,"朝阳区, 北京双子座大厦首层L118, 大红门西路26号11号",北京市,11,CN,,010-65686282,GMT+08:00 Asia/Beijing,116.45,39.91
Starbucks,16489-170993,北京大红门西路店,Company Owned,"丰台区, 商业楼首层L1-01单元, 北京南站",北京市,11,CN,100006,010-56530792,GMT+08:00 Asia/Beijing,116.39,39.84
Starbucks,22167-217205,北京南站第六咖啡店,Company Owned,"丰台区, 换乘层7号出站口北侧区域的单元, 朝阳北路101号楼",北京市,11,CN,100054,010-83106096,GMT+08:00 Asia/Beijing,116.38,39.86
Starbucks,25809-241445,北京青年路三店,Company Owned,"朝阳区, 北京朝阳大悦8层, 朝阳门内大街2号B座一层04单元",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.52,39.93
Starbucks,5019-154044,北京凯恒店,Company Owned,"东城区, 远大路1号",北京市,11,CN,100010,1085197361,GMT+08:00 Asia/Beijing,116.43,39.92
Starbucks,21154-209504,北京远大路第三咖啡店,Company Owned,"海淀区, 金源燕莎mall首层, 中关村大街19号",北京市,11,CN,100097,010-88877831,GMT+08:00 Asia/Beijing,116.29,39.96
Starbucks,31374-105225,北京海淀新中关大厦店,Company Owned,"海淀区, 新中关大厦首层L128A号, 建国路93号院A座万达广场东区",北京市,11,CN,100080,010-82486056,GMT+08:00 Asia/Beijing,116.32,39.98
Starbucks,31912-121764,北京万达广场店,Company Owned,"朝阳区, 新世界彩旋百货首层, 东北旺西路8号",北京市,11,CN,100031,010-65812558,GMT+08:00 Asia/Beijing,116.47,39.91
Starbucks,22062-214624,北京东北旺西路咖啡店,Company Owned,"海淀区, 4号楼一层101-01, 阜石路300号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.3,40.05
Starbucks,23504-229046,北京阜石路第一咖啡店,Company Owned,"石景山区, 一层101单元, 莲宝中路西侧",北京市,11,CN,100041,,GMT+08:00 Asia/Beijing,116.17,39.92
Starbucks,27408-243964,北京万丰路咖啡店,Company Owned,"丰台区, 万丰路68号和谐广场一层, 东四环中路56号",北京市,11,CN,100161,,GMT+08:00 Asia/Beijing,116.3,39.88
Starbucks,31915-116538,北京远洋天地店,Company Owned,"朝阳区, 远洋国际中心A座首层109号单元, 远大路1号",北京市,11,CN,100025,010-85868829,GMT+08:00 Asia/Beijing,116.49,39.91
Starbucks,16523-172364,北京远大路金源燕莎2店,Company Owned,"海淀区, 北京燕莎友谊商城金源店地下一层, 苏州街3号，+C148",北京市,11,CN,100089,010-88873879,GMT+08:00 Asia/Beijing,116.29,39.96
Starbucks,30866-100633,北京大恒科技大厦店,Company Owned,"海淀区, 大恒科技大厦首层, 王府井大街301号",北京市,11,CN,100080,010-82827945,GMT+08:00 Asia/Beijing,116.31,39.98
Starbucks,28844-251204,北京金街咖啡店,Company Owned,"东城区, 新燕莎金街购物中心一层MF105-1、MF105-2商铺, 日坛路6号",北京市,11,CN,100006,,GMT+08:00 Asia/Beijing,116.41,39.91
Starbucks,31156-105224,北京新族大厦店,Company Owned,"朝阳区, 新族大厦首层1B, 太阳宫中路12号",北京市,11,CN,,010-65954675,GMT+08:00 Asia/Beijing,116.44,39.91
Starbucks,17044-178987,北京太阳宫中路第二店,Company Owned,"朝阳区, 大堂第一层, 北京南站",北京市,11,CN,100028,010-84298878,GMT+08:00 Asia/Beijing,116.45,39.97
Starbucks,18612-193490,北京南站第二咖啡店,Company Owned,"丰台区, 换乘层中区商业面向地铁南口西侧, 清华东路2号",北京市,11,CN,100054,010-83108398,GMT+08:00 Asia/Beijing,116.38,39.86
Starbucks,34051-94616,北京金码大厦店,Company Owned,"海淀区, 金码大厦A座首层, 建国路93号",北京市,11,CN,100080,010-82838391,GMT+08:00 Asia/Beijing,116.35,40.0
Starbucks,9023-151727,北京万达广场2店,Company Owned,"朝阳区, 万达广场B座3层, 建国路89号院",北京市,11,CN,100022,010-59604273,GMT+08:00 Asia/Beijing,116.47,39.91
Starbucks,27223-246605,北京华贸二店,Company Owned,"朝阳区, 北京华贸19号楼一层102单元, 空港街道安泰大街6号院",北京市,11,CN,100005,,GMT+08:00 Asia/Beijing,116.48,39.91
Starbucks,29889-255104,北京祥云东方苑二店,Company Owned,"顺义区, 11号楼107, 北兴路2号1幢",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.54,40.09
Starbucks,47358-256506,北京大兴星光影视基地店,Company Owned,"大兴区, 上地东路1号院7号楼",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.36,39.77
Starbucks,29483-251693,北京上地东路店,Company Owned,"海淀区, 环洋大厦1层东101单元, 丰葆路88号",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.3,40.05
Starbucks,25930-242325,北京丰葆路店,Company Owned,"丰台区, 1号楼, 中关村大街11号一层A1500A单元",北京市,11,CN,,,GMT+08:00 Asia/Beijing,116.29,39.82
Starbucks,18263-184005,北京中关村亿世界店,Company Owned,"海淀区, 西红门宏福路",北京市,11,CN,100080,010-62418405,GMT+08:00 Asia/Beijing,116.32,39.98
Starbucks,24776-238425,北京宏福路咖啡店,Company Owned,"大兴区, 鸿坤生活广场一层, 金融大街9号楼",北京市,11,CN,100162,010-51078910,GMT+08:00 Asia/Beijing,116.34,39.79
Starbucks,48335-262709,北京金融大街店,Company Owned,"西城区, 1层106-01单元, 东直门48号银座广场",北京市,11,CN,100032,,GMT+08:00 Asia/Beijing,116.36,39.92
Starbucks,20987-207545,北京东直门第一咖啡店,Company Owned,"东城区, L3层23号商铺, 金宝街89号",北京市,11,CN,100007,010-84477308,GMT+08:00 Asia/Beijing,116.44,39.94
Starbucks,8199-103104,北京东城区金宝大厦店,Company Owned,"东城区, 金宝大厦写字楼一层04商铺, 七圣中街12号院2号楼",北京市,11,CN,100005,010-85221661,GMT+08:00 Asia/Beijing,116.42,39.92
Starbucks,21488-211984,北京七圣中街咖啡店,Company Owned,"朝阳区, 爱琴海购物中心一层101内F1007, 霄云路36号",北京市,11,CN,,010-84240709,GMT+08:00 Asia/Beijing,116.44,39.97
Starbucks,34035-84502,北京国航大厦店,Company Owned,"朝阳区, 国航大厦一层, 丰北路甲79号楼",北京市,11,CN,100022,010-84475636,GMT+08:00 Asia/Beijing,116.46,39.96
